team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
ANA,2021,ANA,ANA,Team Level,5on4,81,0.87,0.86,0.82,21098.0,273.54,33.92,23.68,57.75,8.95,172.14,89.57,32.97,33.92,32.97,276.0,110.0,164.0,550.0,46.0,16.0,4.0,55.0,18.0,145.0,106.0,230.0,340.0,13.0,26.0,230.0,27.0,18.0,55.0,284.0,62.0,40.0,7.61,7.54,18.77,8.0,13.0,25.0,550.0,386.0,386.0,3.0,6.17,3.61,3.61,36.47,36.47,35.5,61.36,4.95,2.98,8.94,1.9,20.12,45.12,4.91,4.95,4.91,69.0,15.0,9.0,93.0,3.0,0.0,0.0,13.0,1.0,14.0,53.0,66.0,81.0,2.0,4.0,150.0,74.0,42.0,41.0,62.0,18.0,4.0,1.77,2.26,0.92,0.0,3.0,0.0,93.0,84.0,84.0,36.0,0.69,0.0,0.0,5.63,5.63,5.59
COL,2021,COL,COL,Team Level,other,80,0.54,0.49,0.48,12317.0,164.8,42.02,11.82,29.46,5.62,82.82,53.25,39.87,42.02,39.87,170.0,55.0,76.0,301.0,45.0,14.0,1.0,33.0,12.0,62.0,59.0,125.0,180.0,7.0,14.0,156.0,34.0,40.0,25.0,110.0,55.0,60.0,4.26,6.96,30.81,8.0,8.0,29.0,301.0,225.0,225.0,10.0,3.49,3.55,3.55,41.96,41.96,40.21,174.13,36.04,13.9,31.34,6.13,101.85,50.72,30.49,36.04,30.49,186.0,54.0,71.0,311.0,32.0,20.0,5.0,37.0,10.0,81.0,60.0,154.0,208.0,12.0,24.0,169.0,45.0,24.0,16.0,124.0,65.0,51.0,4.24,8.18,23.63,7.0,8.0,17.0,311.0,240.0,240.0,9.0,4.08,6.92,6.92,33.19,33.19,29.73
COL,2021,COL,COL,Team Level,all,80,0.53,0.53,0.52,290557.0,2668.74,270.55,187.73,604.98,86.85,1493.82,1076.05,260.06,273.32,262.74,2800.0,920.0,1310.0,5030.0,303.0,214.0,43.0,645.0,97.0,1065.0,1396.0,2497.0,3417.0,280.0,622.0,2265.0,1717.0,583.0,552.0,2751.0,685.0,284.0,82.07,82.77,105.7,108.0,93.0,102.0,5129.79,3720.0,3780.58,274.0,41.58,48.56,48.61,263.51,266.23,259.34,2462.48,237.43,174.01,564.58,82.65,1383.38,983.95,224.02,235.48,222.13,2568.0,858.0,1060.0,4486.0,224.0,205.0,42.0,637.0,83.0,997.0,1280.0,2344.0,3202.0,322.0,709.0,2512.0,1708.0,588.0,525.0,2504.0,678.0,244.0,68.91,82.94,85.58,73.0,72.0,79.0,4420.88,3426.0,3387.95,307.0,38.86,44.89,44.89,231.41,229.4,221.87
COL,2021,COL,COL,Team Level,5on5,80,0.53,0.53,0.52,232391.0,2044.27,169.61,136.35,486.31,66.36,1141.55,848.83,164.71,172.38,167.39,2157.0,692.0,1060.0,3909.0,194.0,159.0,31.0,518.0,66.0,793.0,1119.0,1963.0,2655.0,249.0,557.0,1717.0,1576.0,470.0,442.0,2198.0,498.0,153.0,65.55,59.96,44.09,87.0,70.0,37.0,4008.79,2849.0,2909.58,232.0,28.12,34.69,34.94,162.79,165.5,162.83,1910.15,153.37,125.62,458.23,63.09,1063.08,790.61,148.33,151.43,146.43,1993.0,661.0,849.0,3503.0,147.0,146.0,27.0,508.0,58.0,754.0,1041.0,1846.0,2507.0,277.0,619.0,1903.0,1571.0,498.0,437.0,2019.0,499.0,136.0,55.51,60.99,36.87,59.0,58.0,30.0,3437.88,2654.0,2615.95,266.0,25.98,29.02,29.1,150.25,148.24,145.94
COL,2021,COL,COL,Team Level,4on5,80,0.13,0.14,0.16,21238.0,65.38,6.51,3.62,8.57,1.83,20.39,45.08,6.49,6.51,6.49,79.0,7.0,10.0,96.0,6.0,0.0,0.0,9.0,2.0,14.0,55.0,73.0,80.0,6.0,12.0,171.0,77.0,50.0,26.0,61.0,18.0,7.0,2.19,2.59,1.73,3.0,1.0,2.0,96.0,86.0,86.0,25.0,0.83,0.0,0.0,7.34,7.34,7.32,320.72,42.33,31.23,66.72,11.51,198.74,101.48,39.64,42.33,39.64,325.0,127.0,125.0,577.0,41.0,36.0,10.0,85.0,14.0,146.0,130.0,284.0,411.0,19.0,38.0,223.0,24.0,15.0,44.0,305.0,98.0,49.0,7.76,11.66,22.9,6.0,6.0,29.0,577.0,452.0,452.0,7.0,8.08,8.46,8.39,42.01,42.01,40.29
COL,2021,COL,COL,Team Level,5on4,80,0.9,0.88,0.88,24611.0,394.29,52.41,35.94,80.65,13.04,249.06,128.89,48.99,52.41,48.99,394.0,166.0,164.0,724.0,58.0,41.0,11.0,85.0,17.0,196.0,163.0,336.0,502.0,18.0,39.0,221.0,30.0,23.0,59.0,382.0,114.0,64.0,10.06,13.26,29.08,10.0,14.0,34.0,724.0,560.0,560.0,7.0,9.14,10.33,10.12,51.42,51.42,48.99,57.49,5.68,3.26,8.29,1.93,19.7,41.13,5.57,5.68,5.57,64.0,16.0,15.0,95.0,4.0,3.0,0.0,7.0,1.0,16.0,49.0,60.0,76.0,14.0,28.0,217.0,68.0,51.0,28.0,56.0,16.0,8.0,1.39,2.11,2.18,1.0,0.0,3.0,95.0,80.0,80.0,25.0,0.74,0.48,0.48,5.95,5.95,5.92
DAL,2021,DAL,DAL,Team Level,other,80,0.49,0.51,0.5,11599.0,164.85,31.98,11.61,30.29,5.58,92.58,59.02,30.85,31.98,30.85,147.0,85.0,79.0,311.0,30.0,7.0,2.0,18.0,10.0,99.0,68.0,117.0,202.0,10.0,20.0,154.0,39.0,21.0,36.0,127.0,66.0,39.0,5.03,8.51,18.44,4.0,8.0,18.0,311.0,232.0,232.0,17.0,3.31,1.84,1.84,33.38,33.38,32.29,164.28,33.68,11.95,28.4,5.4,92.41,57.21,31.25,33.68,31.25,165.0,65.0,68.0,298.0,35.0,10.0,4.0,26.0,6.0,87.0,66.0,130.0,195.0,10.0,20.0,132.0,40.0,30.0,32.0,111.0,79.0,40.0,4.63,9.62,19.43,5.0,8.0,22.0,298.0,230.0,230.0,16.0,3.48,3.72,3.72,33.37,33.37,31.57
DAL,2021,DAL,DAL,Team Level,all,80,0.53,0.5,0.5,292142.0,2453.88,257.4,170.5,562.06,80.57,1345.17,978.36,242.84,257.63,243.07,2438.0,957.0,1121.0,4516.0,226.0,214.0,39.0,549.0,95.0,1067.0,1244.0,2212.0,3169.0,242.0,513.0,2562.0,1815.0,446.0,802.0,2385.0,736.0,274.0,68.78,89.62,98.99,53.0,82.0,91.0,4516.43,3395.0,3396.8,448.0,37.93,51.92,51.98,243.28,243.49,235.61,2456.35,228.05,168.1,557.5,80.1,1397.19,1016.12,218.54,227.87,218.37,2488.0,960.0,1151.0,4599.0,238.0,169.0,31.0,569.0,80.0,1107.0,1285.0,2250.0,3210.0,251.0,534.0,2131.0,1676.0,479.0,789.0,2563.0,684.0,201.0,74.75,82.27,71.03,90.0,75.0,73.0,4592.02,3448.0,3442.08,433.0,36.86,38.18,38.19,226.66,226.49,220.35
DAL,2021,DAL,DAL,Team Level,5on5,80,0.52,0.49,0.49,238646.0,1909.78,167.49,127.98,456.22,62.61,1051.29,780.41,161.19,167.73,161.43,1903.0,743.0,890.0,3536.0,143.0,161.0,24.0,460.0,67.0,797.0,1018.0,1760.0,2503.0,213.0,457.0,2006.0,1696.0,373.0,666.0,1926.0,560.0,160.0,55.02,66.97,45.5,43.0,61.0,39.0,3536.43,2646.0,2647.8,392.0,26.54,35.95,36.01,158.02,158.23,155.58,1943.11,157.03,129.34,463.38,63.81,1105.38,813.06,151.86,156.84,151.7,1964.0,768.0,958.0,3690.0,156.0,146.0,22.0,476.0,63.0,862.0,1029.0,1808.0,2576.0,219.0,472.0,1632.0,1565.0,394.0,634.0,2097.0,511.0,124.0,59.85,61.59,35.59,73.0,54.0,29.0,3683.02,2732.0,2726.08,358.0,26.66,30.19,30.19,153.5,153.33,150.81
DAL,2021,DAL,DAL,Team Level,4on5,80,0.14,0.14,0.16,20043.0,56.77,5.19,2.93,7.85,1.65,17.4,39.98,5.14,5.19,5.14,61.0,14.0,9.0,84.0,7.0,3.0,0.0,6.0,2.0,17.0,40.0,54.0,68.0,5.0,10.0,180.0,64.0,37.0,35.0,54.0,16.0,5.0,1.77,2.09,1.33,1.0,5.0,1.0,84.0,75.0,75.0,33.0,0.68,0.55,0.55,5.31,5.31,5.29,274.81,30.69,23.34,56.13,8.81,176.46,91.56,28.97,30.69,28.97,276.0,111.0,118.0,505.0,42.0,9.0,5.0,61.0,9.0,145.0,121.0,234.0,345.0,16.0,32.0,189.0,24.0,17.0,69.0,282.0,75.0,30.0,8.12,8.5,14.07,10.0,10.0,22.0,505.0,387.0,387.0,9.0,5.92,3.32,3.33,33.27,33.27,31.56
DAL,2021,DAL,DAL,Team Level,5on4,80,0.89,0.85,0.82,21854.0,322.48,52.73,27.98,67.7,10.74,183.89,98.95,45.66,52.73,45.66,327.0,115.0,143.0,585.0,46.0,43.0,13.0,65.0,16.0,154.0,118.0,281.0,396.0,14.0,26.0,222.0,16.0,15.0,65.0,278.0,94.0,70.0,6.95,12.06,33.72,5.0,8.0,33.0,585.0,442.0,442.0,6.0,7.41,13.57,13.57,46.56,46.56,42.45,74.15,6.65,3.48,9.58,2.09,22.93,54.28,6.46,6.65,6.46,83.0,16.0,7.0,106.0,5.0,4.0,0.0,6.0,2.0,13.0,69.0,78.0,94.0,6.0,10.0,178.0,47.0,38.0,54.0,73.0,19.0,7.0,2.15,2.56,1.94,2.0,3.0,0.0,106.0,99.0,99.0,50.0,0.8,0.94,0.94,6.51,6.51,6.43
STL,2021,STL,STL,Team Level,other,81,0.53,0.47,0.48,11631.0,126.61,32.25,8.6,20.96,3.94,67.66,43.59,31.5,32.25,31.5,137.0,40.0,54.0,231.0,39.0,9.0,1.0,22.0,3.0,58.0,46.0,98.0,138.0,12.0,24.0,132.0,28.0,25.0,17.0,96.0,41.0,40.0,4.41,5.03,22.81,12.0,4.0,23.0,231.0,177.0,177.0,9.0,2.46,2.91,2.91,31.8,31.8,31.32,136.68,28.84,9.73,24.68,4.5,75.76,45.48,27.83,28.84,27.83,132.0,57.0,76.0,265.0,30.0,6.0,3.0,25.0,6.0,62.0,60.0,102.0,159.0,5.0,10.0,125.0,29.0,29.0,23.0,108.0,51.0,30.0,4.17,6.54,18.14,7.0,7.0,16.0,265.0,189.0,189.0,10.0,2.76,2.32,2.32,29.28,29.28,28.32
STL,2021,STL,STL,Team Level,all,81,0.51,0.48,0.48,294250.0,2370.81,252.38,169.26,511.8,76.2,1321.95,954.68,244.89,255.32,247.72,2474.0,816.0,943.0,4233.0,305.0,176.0,39.0,453.0,67.0,1017.0,1272.0,2169.0,2985.0,257.0,553.0,2244.0,1645.0,605.0,654.0,2306.0,764.0,220.0,76.22,92.21,83.94,103.0,111.0,91.0,4309.77,3290.0,3336.66,375.0,37.27,40.4,40.75,248.69,251.23,246.95,2551.27,245.06,178.37,579.81,84.86,1429.14,1042.76,236.11,244.59,235.65,2546.0,1014.0,990.0,4550.0,232.0,201.0,36.0,555.0,64.0,1134.0,1374.0,2314.0,3328.0,276.0,589.0,2218.0,1541.0,777.0,634.0,2621.0,725.0,214.0,82.68,87.62,74.76,88.0,76.0,68.0,4507.42,3560.0,3533.57,367.0,39.03,44.57,44.98,239.12,238.48,233.83
STL,2021,STL,STL,Team Level,5on5,81,0.48,0.47,0.47,239855.0,1833.21,164.03,127.22,413.98,59.18,1025.5,756.35,159.79,166.97,162.63,1893.0,657.0,754.0,3304.0,198.0,134.0,30.0,351.0,50.0,779.0,1038.0,1695.0,2352.0,224.0,489.0,1687.0,1554.0,524.0,547.0,1870.0,562.0,118.0,63.07,68.78,32.19,82.0,83.0,33.0,3380.77,2550.0,2596.66,324.0,26.3,27.01,27.36,162.76,165.29,163.25,2082.02,179.61,140.91,490.71,69.1,1166.46,862.2,173.17,179.14,172.73,2072.0,837.0,780.0,3689.0,166.0,164.0,30.0,464.0,49.0,938.0,1128.0,1906.0,2743.0,243.0,525.0,1737.0,1436.0,658.0,516.0,2182.0,580.0,147.0,69.76,69.14,40.71,76.0,55.0,35.0,3646.42,2909.0,2882.57,312.0,29.16,35.85,36.26,172.51,171.87,168.89
STL,2021,STL,STL,Team Level,4on5,81,0.19,0.17,0.2,20540.0,68.77,7.25,3.44,9.26,2.07,21.13,47.84,7.16,7.25,7.16,81.0,10.0,9.0,100.0,7.0,3.0,0.0,6.0,3.0,13.0,59.0,74.0,84.0,7.0,12.0,188.0,48.0,41.0,40.0,61.0,20.0,10.0,1.67,2.61,2.98,1.0,4.0,2.0,100.0,91.0,91.0,37.0,0.8,0.7,0.7,7.35,7.35,7.32,265.19,30.21,24.15,55.3,9.28,165.44,86.62,28.76,30.21,28.76,265.0,106.0,124.0,495.0,31.0,29.0,3.0,63.0,8.0,118.0,122.0,234.0,340.0,19.0,36.0,183.0,20.0,18.0,53.0,268.0,71.0,32.0,6.48,9.02,14.7,4.0,10.0,17.0,495.0,371.0,371.0,10.0,6.31,6.03,6.03,30.48,30.48,29.82
STL,2021,STL,STL,Team Level,5on4,81,0.88,0.86,0.84,22224.0,342.21,48.84,30.0,67.59,11.02,207.66,106.9,46.44,48.84,46.44,363.0,109.0,126.0,598.0,61.0,30.0,8.0,74.0,11.0,167.0,129.0,302.0,411.0,14.0,28.0,237.0,15.0,15.0,50.0,279.0,141.0,52.0,7.07,15.8,25.97,8.0,20.0,33.0,598.0,472.0,472.0,5.0,7.73,9.79,9.79,46.78,46.78,45.06,67.38,6.4,3.58,9.11,1.96,21.49,48.45,6.34,6.4,6.34,77.0,14.0,10.0,101.0,5.0,2.0,0.0,3.0,1.0,16.0,64.0,72.0,86.0,9.0,18.0,173.0,56.0,72.0,42.0,63.0,23.0,5.0,2.28,2.91,1.21,1.0,4.0,0.0,101.0,91.0,91.0,35.0,0.81,0.36,0.36,6.85,6.85,6.8
NSH,2021,NSH,NSH,Team Level,other,80,0.46,0.41,0.43,13118.0,146.15,33.22,10.56,25.67,5.25,80.95,51.34,32.38,33.22,32.38,143.0,64.0,55.0,262.0,34.0,6.0,0.0,30.0,8.0,75.0,54.0,109.0,173.0,7.0,14.0,159.0,42.0,24.0,36.0,107.0,62.0,38.0,4.11,7.47,21.63,7.0,11.0,16.0,262.0,207.0,207.0,15.0,2.97,2.07,2.07,34.12,34.12,33.36,196.24,39.43,14.75,34.25,6.81,115.26,64.49,36.63,39.43,36.63,202.0,73.0,98.0,373.0,36.0,12.0,1.0,42.0,8.0,106.0,71.0,166.0,239.0,6.0,12.0,164.0,42.0,21.0,28.0,139.0,89.0,47.0,5.18,10.64,23.62,6.0,8.0,22.0,373.0,275.0,275.0,12.0,4.36,3.38,3.38,40.41,40.41,38.24
NSH,2021,NSH,NSH,Team Level,all,80,0.49,0.48,0.49,291141.0,2372.99,244.29,168.11,529.13,80.46,1362.72,967.3,236.36,245.18,237.24,2370.0,982.0,1019.0,4371.0,254.0,165.0,38.0,582.0,81.0,1088.0,1182.0,2116.0,3098.0,365.0,910.0,2422.0,2400.0,525.0,748.0,2439.0,694.0,219.0,77.44,82.98,83.87,78.0,89.0,87.0,4381.23,3352.0,3358.32,354.0,37.3,36.09,36.09,245.5,245.99,240.58,2523.01,252.49,180.04,554.62,83.1,1442.56,1009.18,242.16,252.93,242.59,2574.0,948.0,1132.0,4654.0,241.0,153.0,25.0,624.0,109.0,1137.0,1258.0,2333.0,3281.0,342.0,869.0,2313.0,1915.0,550.0,661.0,2583.0,707.0,232.0,80.23,85.86,86.39,71.0,86.0,84.0,4653.54,3522.0,3522.8,367.0,40.42,34.41,34.45,258.45,258.84,250.96
NSH,2021,NSH,NSH,Team Level,5on5,80,0.5,0.5,0.5,230203.0,1831.97,153.61,125.15,428.85,61.88,1052.52,768.99,149.49,154.5,150.37,1823.0,768.0,801.0,3392.0,158.0,127.0,26.0,469.0,66.0,839.0,932.0,1665.0,2433.0,325.0,826.0,1796.0,2267.0,432.0,592.0,1975.0,501.0,115.0,61.98,60.55,31.08,59.0,64.0,35.0,3402.23,2591.0,2597.32,297.0,25.91,25.27,25.27,154.24,154.73,152.42,1860.53,154.28,126.1,430.94,60.82,1058.22,773.65,150.5,154.72,150.92,1900.0,704.0,840.0,3444.0,148.0,101.0,15.0,489.0,78.0,798.0,990.0,1752.0,2456.0,308.0,792.0,1755.0,1771.0,452.0,539.0,1998.0,491.0,115.0,63.38,59.52,31.38,53.0,64.0,31.0,3443.54,2604.0,2604.8,319.0,26.08,22.15,22.19,158.16,158.54,156.11
NSH,2021,NSH,NSH,Team Level,4on5,80,0.08,0.1,0.11,25130.0,51.56,4.53,2.6,7.0,1.49,16.35,37.03,4.46,4.53,4.46,50.0,19.0,11.0,80.0,2.0,0.0,0.0,5.0,1.0,11.0,50.0,48.0,67.0,18.0,39.0,229.0,63.0,49.0,38.0,49.0,18.0,2.0,1.69,2.15,0.69,1.0,1.0,0.0,80.0,69.0,69.0,34.0,0.6,0.0,0.0,5.12,5.12,5.05,403.87,51.28,35.73,80.78,13.33,249.59,129.28,47.83,51.28,47.83,400.0,160.0,182.0,742.0,52.0,37.0,8.0,85.0,22.0,221.0,143.0,348.0,508.0,21.0,48.0,229.0,34.0,20.0,57.0,396.0,103.0,61.0,10.03,12.59,28.67,10.0,13.0,29.0,742.0,560.0,560.0,4.0,9.19,7.91,7.91,52.57,52.57,49.33
NSH,2021,NSH,NSH,Team Level,5on4,80,0.88,0.87,0.85,22690.0,343.31,52.94,29.79,67.62,11.84,212.89,109.93,50.03,52.94,50.03,354.0,131.0,152.0,637.0,60.0,32.0,12.0,78.0,6.0,163.0,146.0,294.0,425.0,15.0,31.0,238.0,28.0,20.0,82.0,308.0,113.0,64.0,9.65,12.81,30.47,11.0,13.0,36.0,637.0,485.0,485.0,8.0,7.83,8.76,8.76,52.01,52.01,49.76,62.37,7.5,3.47,8.65,2.13,19.5,41.75,7.2,7.5,7.2,72.0,11.0,12.0,95.0,5.0,3.0,1.0,8.0,1.0,12.0,54.0,67.0,78.0,7.0,17.0,165.0,68.0,57.0,37.0,50.0,24.0,9.0,1.65,3.12,2.72,2.0,1.0,2.0,95.0,83.0,83.0,32.0,0.8,0.98,0.98,7.31,7.31,7.29
BUF,2021,BUF,BUF,Team Level,other,80,0.43,0.48,0.47,8294.0,111.61,23.49,7.94,20.18,3.66,62.12,39.74,20.92,23.49,20.92,113.0,46.0,41.0,200.0,19.0,7.0,0.0,25.0,5.0,59.0,44.0,94.0,140.0,7.0,12.0,100.0,24.0,22.0,21.0,95.0,32.0,32.0,3.07,3.72,16.69,4.0,3.0,12.0,200.0,159.0,159.0,11.0,2.24,2.59,2.59,23.01,23.01,20.75,130.04,30.69,8.74,23.43,4.34,65.54,44.26,29.02,30.69,29.02,133.0,44.0,40.0,217.0,32.0,14.0,1.0,16.0,4.0,59.0,52.0,101.0,145.0,3.0,6.0,116.0,26.0,17.0,21.0,91.0,43.0,43.0,3.73,5.22,21.74,6.0,5.0,21.0,217.0,177.0,177.0,8.0,2.54,4.61,4.61,28.63,28.63,27.75
BUF,2021,BUF,BUF,Team Level,all,80,0.45,0.48,0.47,291143.0,2259.59,205.27,154.83,512.82,73.13,1272.28,932.76,197.22,205.33,197.26,2378.0,803.0,934.0,4115.0,226.0,150.0,33.0,526.0,89.0,917.0,1273.0,2152.0,2955.0,242.0,543.0,1987.0,1217.0,486.0,598.0,2414.0,594.0,173.0,72.26,71.92,61.1,80.0,81.0,65.0,4081.47,3181.0,3169.09,311.0,33.78,30.35,30.35,206.61,206.47,201.04,2526.14,250.48,176.76,565.3,82.7,1415.14,1030.94,240.09,251.64,241.26,2650.0,919.0,890.0,4459.0,280.0,212.0,41.0,520.0,104.0,1088.0,1365.0,2370.0,3289.0,252.0,557.0,2329.0,1489.0,440.0,660.0,2639.0,686.0,244.0,81.47,83.51,85.5,97.0,90.0,93.0,4516.84,3569.0,3598.77,319.0,38.64,49.84,50.29,235.63,237.25,232.19
BUF,2021,BUF,BUF,Team Level,5on5,80,0.45,0.48,0.47,241485.0,1813.28,143.94,119.66,427.89,59.03,1016.65,761.2,139.76,143.99,139.8,1904.0,644.0,788.0,3336.0,156.0,113.0,21.0,434.0,76.0,707.0,1062.0,1748.0,2392.0,213.0,487.0,1560.0,1118.0,422.0,519.0,1972.0,481.0,95.0,59.42,58.76,25.75,62.0,68.0,26.0,3302.47,2548.0,2536.09,282.0,24.58,20.41,20.57,146.58,146.45,144.21,2018.07,172.7,135.74,470.88,65.78,1129.33,838.19,166.29,173.85,167.46,2120.0,730.0,733.0,3583.0,196.0,164.0,29.0,450.0,84.0,843.0,1113.0,1924.0,2654.0,230.0,513.0,1822.0,1389.0,359.0,563.0,2182.0,521.0,147.0,67.29,63.39,42.03,80.0,75.0,41.0,3640.84,2850.0,2879.77,276.0,28.01,36.34,36.79,161.44,163.06,160.17
BUF,2021,BUF,BUF,Team Level,4on5,80,0.11,0.13,0.14,20111.0,54.86,5.05,2.58,7.32,1.61,17.52,40.98,4.93,5.05,4.93,63.0,13.0,8.0,84.0,5.0,4.0,3.0,9.0,2.0,7.0,49.0,58.0,71.0,6.0,12.0,151.0,53.0,36.0,15.0,57.0,14.0,5.0,1.66,1.75,1.63,1.0,2.0,2.0,84.0,76.0,76.0,13.0,0.59,1.11,1.11,4.47,4.47,4.45,312.3,39.92,28.49,62.12,10.34,198.57,102.28,37.91,39.92,37.91,321.0,131.0,110.0,562.0,46.0,28.0,8.0,49.0,15.0,174.0,140.0,275.0,406.0,11.0,22.0,204.0,21.0,10.0,43.0,309.0,99.0,44.0,8.88,12.08,18.95,10.0,9.0,27.0,562.0,452.0,452.0,5.0,7.22,7.36,7.36,39.05,39.05,37.78
BUF,2021,BUF,BUF,Team Level,5on4,80,0.82,0.84,0.82,21253.0,279.84,32.79,24.64,57.43,8.84,175.99,90.84,31.61,32.79,31.61,298.0,100.0,97.0,495.0,46.0,26.0,9.0,58.0,6.0,144.0,118.0,252.0,352.0,16.0,32.0,176.0,22.0,6.0,43.0,290.0,67.0,41.0,8.09,7.68,17.02,13.0,8.0,25.0,495.0,398.0,398.0,5.0,6.36,6.24,6.08,32.55,32.55,31.63,65.74,7.17,3.8,8.87,2.23,21.69,46.22,6.87,7.17,6.87,76.0,14.0,7.0,97.0,6.0,6.0,3.0,5.0,1.0,12.0,60.0,70.0,84.0,8.0,16.0,187.0,53.0,54.0,33.0,57.0,23.0,10.0,1.58,2.82,2.78,1.0,1.0,4.0,97.0,90.0,90.0,30.0,0.86,1.52,1.52,6.52,6.52,6.49
FLA,2021,FLA,FLA,Team Level,other,80,0.57,0.59,0.59,11144.0,178.12,43.81,12.66,31.59,6.21,90.55,59.17,40.2,43.81,40.2,177.0,67.0,76.0,320.0,45.0,15.0,3.0,24.0,4.0,89.0,67.0,132.0,199.0,10.0,23.0,149.0,42.0,36.0,42.0,114.0,67.0,63.0,4.72,8.21,30.89,8.0,9.0,28.0,320.0,244.0,244.0,21.0,3.7,4.75,4.75,42.77,42.77,40.29,127.24,32.43,8.93,21.35,4.09,58.91,41.28,27.06,32.43,27.06,132.0,35.0,52.0,219.0,24.0,14.0,3.0,17.0,4.0,44.0,64.0,108.0,143.0,8.0,21.0,122.0,50.0,43.0,39.0,74.0,40.0,53.0,3.1,5.31,24.02,5.0,4.0,15.0,219.0,167.0,167.0,13.0,2.63,4.65,4.65,30.41,30.41,26.19
FLA,2021,FLA,FLA,Team Level,all,80,0.55,0.56,0.55,291853.0,2887.28,312.85,206.55,641.42,94.55,1566.73,1136.9,296.66,314.75,298.56,2993.0,966.0,1290.0,5249.0,331.0,261.0,55.0,629.0,113.0,1266.0,1359.0,2662.0,3628.0,314.0,697.0,2316.0,2025.0,788.0,935.0,2687.0,958.0,314.0,84.25,117.94,110.65,100.0,120.0,111.0,5334.41,3959.0,3999.45,421.0,45.56,60.88,60.88,297.51,299.57,290.92,2346.24,253.13,167.22,526.66,80.11,1266.62,928.27,237.6,253.29,237.68,2451.0,771.0,968.0,4190.0,232.0,234.0,31.0,526.0,80.0,954.0,1196.0,2219.0,2990.0,311.0,688.0,2479.0,2146.0,669.0,839.0,2237.0,707.0,278.0,67.86,87.91,97.36,68.0,90.0,74.0,4150.03,3222.0,3208.72,411.0,37.29,50.87,50.87,239.56,239.48,230.74
